can i move the unity launcher i ca get used to the new unity system i 'd like to move the left unity panel to the bottom of screen like windows 7 more similar is better but i ca find a way is it possible|moving the desktop toolbar possible duplicate can i move the unity launcher i am using ubuntu with gnome i 'm not sure what it 's called but the toolbar on the left hand screen that hides itself and contains icons for software updates and my home folder and such is in a really annoying place i 'd like to move it to the bottom of the screen i 've tried right clicking and dragging but to no avail how do i do this|true
can i edit which icons appear in the unity dash when i open the dash in i get two rows of icons the first row contains lenses that take me to lists of the second row opens specific applications browse the web view photos check email listen to music is there any way to change what programs the icons in the second row point to if i were to add new lenses do they also appear and can i change the order so far it seems like the browse the web and listen to music icons respect my preferred applications choices the first can be either firefox or chromium and perhaps others and the second can be either banshee or rhythmbox however i ca change the check email icon it remains pinned to evolution even though i have thunderbird set as my preferred email client i 'd like to change this if i can|is it possible to customize shortcuts in unity dash possible duplicate can i edit which icons appear in the unity dash for example substitute check email with empathy or shotwell with gthumb can we do it|true
software for manual audio transcription speech interviews is there any software that supports you to manually transcribe content from audio files like ogg mp3 to text|are there any players or other programs intended for transcription i mean players that include features related to listening to recorded talking for the purpose of putting that into text one elementary feature would be a somewhat refined way of jumping back and forward with short-keys more advanced features would be to alter various aspects of the sound in order to understand more complex or badly recorded sounds of voices i would mind an answer indicating a program that would automate all that transcription work as well|true
how do i install ubuntu i would like to see a full how-to on how to install ubuntu|install ubuntu all my life i use windows i saw a freind using ubuntu it 's my first time in ubuntu and i 'm looking for a tutorial what should i do after install ubuntu thanks for your help best regards|true
how do i get a ralink rt3290 wireless card working i just installed ubuntu on an asus x401u and after installation there is no list of wireless connections i did have that problem with an installation on hp what i can do to enable wifi network controller 0280 ralink device|wireless not enabled in ubuntu i 'm using ubuntu lts my hardware is the following network controller ra-link rt3290 wireless n pcie ethernet controller realtek semiconductor pci what do i need to do to enable my wifi|true
how do i force wubi to download and install 32 bit version i am trying to install ubuntu natty beta 2 32bit with wubi but whenever i try to install it always tries to download 64 bit version how do i ensure that it downloads 32 bit instead of 64 bit|how to install ubuntu 32bit with wubi i want to install ubuntu 32bit with wubi i tried to create shortcut from and change target to 32bit but it did work and remained downloading 64bit can any one help me|true
how can i configure unity 's launcher auto-hide behavior this has been an issue for me with unity since its release i 'd like to make the the launcher auto-hide especially on netbooks where screens are small the launcher is quite wide making it difficult to properly display some websites and other apps how can i configure the auto-hide behavior|how can i set up that the menu bar on the left is always shown possible duplicate how can i configure unity 's launcher auto-hide behavior hey i alway will see may menu bar on the left site so i can switch faster between programms in the ubuntu netbookremix it was no prblem but now the status bar is hide by default and i cant find a way to change it so is there a way to change|true
is there any way to roll back the most recent upgrade this has happened to me many times in the last 5 years an upgrade broke my system each time i end up with this situation i have to reinstall the whole system which is really annoying is there any way to roll back the most recent upgrade to be able to have a functional system without reinstalling if not which is the best way to suggest this as a top priority idea i read this idea was described in but it feels it is dead and the forums are full of examples of upgrades breaking things that 's why i feel something needs to be done about this topic thanks|how to rollback software updates i am having some difficulty with recent software updates and this is not the first time by pressing the shift key on startup i can usually get the grub menu but when i choose advanced options it only shows 2 options and recovery mode whereas i understood it should show previous kernel versions i already stick to only lts versions of ubuntu what is a safe way to accept updates in future please how can i install only the most tested updates i would like to be able to easily roll them back if they cause problems in other words i am looking for the linux equivalent of making a windows system restore point maybe i should never accept updates but wait until the next lts version and then upgrade|true
my computer boots to a black screen what options do i have to fix it i am trying to boot ubuntu on my computer when i boot ubuntu it boots to a black screen how can i fix this table of contents if you are trying to install ubuntu if you have a dual boot system if an update or something else caused your problem|installation ca boot the ubuntu i 'm trying to install ubuntu on my laptop i downloaded the iso file and burned it to dvd then i restart the system and select boot from dvd now there is just a black screen that a prompter is above the screen at the left side and i can not write anything after about 15 minutes my system automatically shut down how can i solve this|true
how to fix the system is running in low-graphics mode error note this is an attempt to create a canonical question that covers all instances of low-graphics mode error that occurs to a user including but not limited to installation of wrong drivers incorrect or invalid lightdm greeters low disk space incorrect installation of graphics card like ati and nvidia incorrect configuration of file while setting up multiple monitors among others if you are experiencing the low-graphics mode error when trying to login but none of the following answers work for you please do ask a new question and then update the answers of this canonical question as and when your new question gets answered when i try to boot into my computer i am getting this error the system is running in low-graphics mode your screen graphics cards and input device settings could not be detected correctly you will need to configure these yourself how do i fix the failsafe x mode and login into my computer answer index the greeter is invalid|another way to fix the system is running in low-graphics mode error i began having the infamous system running in low graphics mode error after my daughter turned off the power so she could boot into windows looking at the lightdm log in in showed that the greeter was failing to be created the greeter log showed that the greeter could not create its xauthority file|true
what is ubuntu touch ubuntu for phones following up on canonical 's announcement what is ubuntu for phones where can i download a copy of the os to run on my phone and how do i know if it 's compatible with my phone|ubuntu os on iphone possible duplicate what is ubuntu for phones and how can i get it will there be a way to install ubuntu for phones on apple mobile devices hei i have a question regarding the mobile os will the mobile os be able to use on the iphone replace ios with ubuntu when its available for public download best regards|true
installing ubuntu on a pre-installed windows 8 64-bit system uefi supported i bought a computer with windows 8 pre-installed but i did like windows 8 so i decided to install ubuntu as a second operating system i 'm absolutely new to linux i have been using windows for all my life but i have read about ubuntu and linux in general and i think i 'll like it so i wanted to know how to install ubuntu on my pc with a pre-installed windows 8 on it can i do it with wubi or through the live what steps do i need to take to correctly install ubuntu|install ubuntu on a laptop with a pre-installed windows 8 i ordered an xps 15 l521x laptop it 's embedded with a 500 go hardrive a 32 go ssd m-sata windows 8 is pre-installed i 'd like to install ubuntu on to this laptop while retaining the pre-installed windows i suppose that the ssd is already used by windows i 'd need to partition the ssd to install the ubuntu on it too only the dir home and tmp would go to the classical hdd do you see any difficulties on doing it|true
how do i disable the on-screen keyboard in the unlock screen somehow i activated the on-screen keyboard onboard in the unlock screen and i ca deactivate it now i 've restarted the computer but it 's still there in the unlock screen how can i deactivate the on-screen keyboard in the unlock screen|visual keyboard on lockscreen possible duplicate how do i disable the on-screen keyboard in the unlock screen recently every time i 'm on the lockscreen the visual keayboard appears at the bottom of the screen how do i get it to disappear and not appear again|true
manually installing on ubuntu 64bit i manually downloaded from and the version should be compatible with the 64bit from terminal i get a package has no installation candidate after several manual attempts with dpkg i tried manually installing ia32-libs from here but failed what is the correct way to install ia32-libs|multiarch on 64bit ubuntu i 'm trying to get the 32 bit libaio1 package on 64bit ubuntu is this possible and if so how i read a thread on multi-arch and it makes it sound as easy as running sudo apt-get install libaio1 i386 however i get an error that states it is unable to locate package i 've also downloaded the i386 deb for libaio1 but am unable to install it via the ui or sudo dpkg i because it complains that the architecture does match the system|true
how to fix the system is running in low-graphics mode error note this is an attempt to create a canonical question that covers all instances of low-graphics mode error that occurs to a user including but not limited to installation of wrong drivers incorrect or invalid lightdm greeters low disk space incorrect installation of graphics card like ati and nvidia incorrect configuration of file while setting up multiple monitors among others if you are experiencing the low-graphics mode error when trying to login but none of the following answers work for you please do ask a new question and then update the answers of this canonical question as and when your new question gets answered when i try to boot into my computer i am getting this error the system is running in low-graphics mode your screen graphics cards and input device settings could not be detected correctly you will need to configure these yourself how do i fix the failsafe x mode and login into my computer answer index the greeter is invalid|low graphics mode error i have a dell inspiron 910 and am receiving a running in low graphics mode error i believe the error was caused by attempting to install a game i did not have the proper space for i have tried a few of the fixes described in previous posts but have had no luck i get messages that i have zero space remaining|true
my computer boots to a black screen what options do i have to fix it i am trying to boot ubuntu on my computer when i boot ubuntu it boots to a black screen how can i fix this table of contents if you are trying to install ubuntu if you have a dual boot system if an update or something else caused your problem|no video on ubuntu trial from livedvd i would like to try ubuntu without changing my set-up i have prepared a dvd with ubuntu-13 desktop-i386 iso booting works fine but monitor stays black graphic card is ati mobility radeon x700 could the graphic card be the problem maybe a missing driver|true
how can i repair grub how to get ubuntu back after installing windows i installed windows 7 which ate ubuntu 's boot file when starting up the computer it now goes straight to windows without giving me the option of booting ubuntu how can i get ubuntu back|windows dual boot help i installed ubuntu and was running it for a month before i wanted windows back to run some programs that i could run on ubuntu i had accidentally deleted my recovery partition and overwrote windows when i installed ubuntu i eventually got windows 7 back on my computer but now i do know how to boot up ubuntu again i still have ubuntu on a bootable partition and windows is on it 's on bootable partition can anyone tell me how i can boot up ubuntu again thanks|true
i ca select updates in update manager ubuntu is installed and i have updated my system via ubuntu software centre and after the update 3 updates remain in the list but i am unable to select them the tickboxes can not be checked and ubuntu software centre gives no error when i try to check also below it says there is no update to be installed and even though there seems to be updates install updates button is unclickable what should i do in order to install these updates|in precise can not be checked for update i tried to update the system ubuntu lts precise with the update manager it shows 2 important security updates for and but they ca be selected they should be as any package in update manager and as i had done a lot of times i check in synaptic and found the two packages marked with an symbol in gray i do know what it means the installed version is for both packages i mark them for update and synaptic asks to mark for delete ubuntu-desktop and ubuntu-standard i do know if i should delete them or do something different if i try to update first it asks to delete ubuntu-desktop if i try to apply the changes synaptics shows a message saying that it can not update because it has as an unsolvable dependency it needs what should i do leave it without updating if update which would be the correct order in the process first delete this package then update the other then reinstall a third or something like that is the bug in update manager instead i guess it has something serious i 've checked the changes report in the un-checkable update and it shows security update possible privilege escalation via policykit uid lookup race pass as a subject instead of pid so policykit can get the information from the system bus it is confirmed in the national vulnerability database linked from it links also to a bug for the update not for the package to be updated so even the update should be reviewed thanks in advance|true
how can i fix a 404 error when updating packages ppa seems to be constantly offline whenever i use sudo apt-get update this error is shown w failed to fetch 404 not found how do i fix these errors|nvidia 404 not found possible duplicate how can i fix a 404 error using a ppa i get an 404 error when i try to download nvidia updates on ubuntu beta2 the reason why i get this error is simply because there is no distribution folder for quantal i tried those repos any suggestions or explanations why is there no quantal folder and how can i install the nvida drivers via ppa please not manual|true
how can i repair grub how to get ubuntu back after installing windows i installed windows 7 which ate ubuntu 's boot file when starting up the computer it now goes straight to windows without giving me the option of booting ubuntu how can i get ubuntu back|how to restore grub after installing windows possible duplicate how can i repair grub how to get ubuntu back after installing windows hi installed w7 after ubuntu and it broke up my boot options i followed this tutorial to restore boot loader recovering ubuntu after installing windows but when i run sudo grub-install boot-directory boot i get this errors warn attempting to install grub to a partitionless disk or to a partition this is a bad idea  warn embedding is not possible grub can only be installed in this setup by using blocklists however blocklists are unreliable and their use is discouraged  error will not proceed with blocklists can somebody help me with this thanks in advance|true
decrease grub timeout the grub timeout is 8 seconds can this be turned down to 2 or 3 seconds what is the best way to do this|how do you reduce the timeout for grub2 from 10 to 0 seconds possible duplicate decrease grub timeout i installed ubuntu lts with my mac os when i select ubuntu to boot this waits 10 seconds for my input unfortunately my keyboard does not respond at this stage how can i reduce that 10 seconds to zero seconds i tried to edit cfg but permission is denied to save changes|true
